,team.2,team.1,Id,Season,Pred,winner,t1.name,t2.name,winner.name
1387,1421,1153,2016_1153_1421,2016,0.591593971,1153,Cincinnati,UNC Asheville,Cincinnati
1440,1423,1153,2016_1153_1423,2016,0.538616086,1153,Cincinnati,UNC Wilmington,Cincinnati
1494,1425,1153,2016_1153_1425,2016,0.537541549,1153,Cincinnati,USC,Cincinnati
1549,1428,1153,2016_1153_1428,2016,0.470323688,1428,Cincinnati,Utah,Utah
1605,1433,1153,2016_1153_1433,2016,0.51786621,1153,Cincinnati,VA Commonwealth,Cincinnati
1662,1435,1153,2016_1153_1435,2016,0.539234009,1153,Cincinnati,Vanderbilt,Cincinnati
1720,1437,1153,2016_1153_1437,2016,0.447440132,1437,Cincinnati,Villanova,Villanova
1779,1438,1153,2016_1153_1438,2016,0.44258868,1438,Cincinnati,Virginia,Virginia
1839,1451,1153,2016_1153_1451,2016,0.583417934,1153,Cincinnati,Weber St,Cincinnati
1900,1452,1153,2016_1153_1452,2016,0.430731462,1452,Cincinnati,West Virginia,West Virginia
1962,1453,1153,2016_1153_1453,2016,0.559084863,1153,Cincinnati,WI Green Bay,Cincinnati
2025,1455,1153,2016_1153_1455,2016,0.526372891,1153,Cincinnati,Wichita St,Cincinnati
2089,1458,1153,2016_1153_1458,2016,0.549330712,1153,Cincinnati,Wisconsin,Cincinnati
2154,1462,1153,2016_1153_1462,2016,0.448657823,1462,Cincinnati,Xavier,Xavier
2220,1463,1153,2016_1153_1463,2016,0.53494497,1153,Cincinnati,Yale,Cincinnati
55,1163,1160,2016_1160_1163,2016,0.495887928,1163,Colorado,Connecticut,Connecticut
65,1167,1160,2016_1160_1167,2016,0.555274731,1160,Colorado,CS Bakersfield,Colorado
76,1173,1160,2016_1160_1173,2016,0.511055212,1160,Colorado,Dayton,Colorado
88,1181,1160,2016_1160_1181,2016,0.445516718,1181,Colorado,Duke,Duke
101,1192,1160,2016_1160_1192,2016,0.576445855,1160,Colorado,F Dickinson,Colorado
115,1195,1160,2016_1160_1195,2016,0.587180106,1160,Colorado,FL Gulf Coast,Colorado
130,1201,1160,2016_1160_1201,2016,0.54028771,1160,Colorado,Fresno St,Colorado
146,1211,1160,2016_1160_1211,2016,0.488778853,1211,Colorado,Gonzaga,Gonzaga
163,1214,1160,2016_1160_1214,2016,0.5710786,1160,Colorado,Hampton,Colorado
181,1218,1160,2016_1160_1218,2016,0.484100438,1218,Colorado,Hawaii,Hawaii
200,1221,1160,2016_1160_1221,2016,0.596443455,1160,Colorado,Holy Cross,Colorado
220,1231,1160,2016_1160_1231,2016,0.430612338,1231,Colorado,Indiana,Indiana
241,1233,1160,2016_1160_1233,2016,0.515461167,1160,Colorado,Iona,Colorado
263,1234,1160,2016_1160_1234,2016,0.468733852,1234,Colorado,Iowa,Iowa
286,1235,1160,2016_1160_1235,2016,0.494220091,1235,Colorado,Iowa St,Iowa St
310,1242,1160,2016_1160_1242,2016,0.407714835,1242,Colorado,Kansas,Kansas
335,1246,1160,2016_1160_1246,2016,0.448101706,1246,Colorado,Kentucky,Kentucky
361,1268,1160,2016_1160_1268,2016,0.458404498,1268,Colorado,Maryland,Maryland
388,1274,1160,2016_1160_1274,2016,0.44769847,1274,Colorado,Miami FL,Miami FL
416,1276,1160,2016_1160_1276,2016,0.519816978,1160,Colorado,Michigan,Colorado
445,1277,1160,2016_1160_1277,2016,0.403298551,1277,Colorado,Michigan St,Michigan St
475,1292,1160,2016_1160_1292,2016,0.544260205,1160,Colorado,MTSU,Colorado
506,1314,1160,2016_1160_1314,2016,0.409976065,1314,Colorado,North Carolina,North Carolina
538,1320,1160,2016_1160_1320,2016,0.542481736,1160,Colorado,Northern Iowa,Colorado
571,1323,1160,2016_1160_1323,2016,0.511192725,1160,Colorado,Notre Dame,Colorado
605,1328,1160,2016_1160_1328,2016,0.432055996,1328,Colorado,Oklahoma,Oklahoma
640,1332,1160,2016_1160_1332,2016,0.426359908,1332,Colorado,Oregon,Oregon
676,1333,1160,2016_1160_1333,2016,0.537877928,1160,Colorado,Oregon St,Colorado
713,1338,1160,2016_1160_1338,2016,0.536318659,1160,Colorado,Pittsburgh,Colorado
751,1344,1160,2016_1160_1344,2016,0.525334097,1160,Colorado,Providence,Colorado
790,1345,1160,2016_1160_1345,2016,0.454472083,1345,Colorado,Purdue,Purdue
830,1355,1160,2016_1160_1355,2016,0.549973216,1160,Colorado,S Dakota St,Colorado
871,1371,1160,2016_1160_1371,2016,0.511927265,1160,Colorado,Seton Hall,Colorado
913,1372,1160,2016_1160_1372,2016,0.504200501,1160,Colorado,SF Austin,Colorado
956,1380,1160,2016_1160_1380,2016,0.587173666,1160,Colorado,Southern Univ,Colorado
1000,1386,1160,2016_1160_1386,2016,0.505559316,1160,Colorado,St Joseph's PA,Colorado
1045,1392,1160,2016_1160_1392,2016,0.487477167,1392,Colorado,Stony Brook,Stony Brook
1091,1393,1160,2016_1160_1393,2016,0.529451859,1160,Colorado,Syracuse,Colorado
1138,1396,1160,2016_1160_1396,2016,0.545772963,1160,Colorado,Temple,Colorado
1186,1400,1160,2016_1160_1400,2016,0.528811747,1160,Colorado,Texas,Colorado
1235,1401,1160,2016_1160_1401,2016,0.455346465,1401,Colorado,Texas A&M,Texas A&M
1285,1403,1160,2016_1160_1403,2016,0.548916146,1160,Colorado,Texas Tech,Colorado
1336,1409,1160,2016_1160_1409,2016,0.556523521,1160,Colorado,Tulsa,Colorado
1388,1421,1160,2016_1160_1421,2016,0.575009945,1160,Colorado,UNC Asheville,Colorado
1441,1423,1160,2016_1160_1423,2016,0.529667068,1160,Colorado,UNC Wilmington,Colorado
1495,1425,1160,2016_1160_1425,2016,0.526974818,1160,Colorado,USC,Colorado
1550,1428,1160,2016_1160_1428,2016,0.466170847,1428,Colorado,Utah,Utah
1606,1433,1160,2016_1160_1433,2016,0.487029527,1433,Colorado,VA Commonwealth,VA Commonwealth
1663,1435,1160,2016_1160_1435,2016,0.528494939,1160,Colorado,Vanderbilt,Colorado
1721,1437,1160,2016_1160_1437,2016,0.423869019,1437,Colorado,Villanova,Villanova
1780,1438,1160,2016_1160_1438,2016,0.418486924,1438,Colorado,Virginia,Virginia
1840,1451,1160,2016_1160_1451,2016,0.571226649,1160,Colorado,Weber St,Colorado
1901,1452,1160,2016_1160_1452,2016,0.422473332,1452,Colorado,West Virginia,West Virginia
1963,1453,1160,2016_1160_1453,2016,0.549383122,1160,Colorado,WI Green Bay,Colorado
2026,1455,1160,2016_1160_1455,2016,0.510674166,1160,Colorado,Wichita St,Colorado
2090,1458,1160,2016_1160_1458,2016,0.531554325,1160,Colorado,Wisconsin,Colorado
2155,1462,1160,2016_1160_1462,2016,0.4281044,1462,Colorado,Xavier,Xavier
2221,1463,1160,2016_1160_1463,2016,0.525069141,1160,Colorado,Yale,Colorado
66,1167,1163,2016_1163_1167,2016,0.578772609,1163,Connecticut,CS Bakersfield,Connecticut
77,1173,1163,2016_1163_1173,2016,0.519009105,1163,Connecticut,Dayton,Connecticut
89,1181,1163,2016_1163_1181,2016,0.468750344,1181,Connecticut,Duke,Duke
102,1192,1163,2016_1163_1192,2016,0.587094532,1163,Connecticut,F Dickinson,Connecticut
116,1195,1163,2016_1163_1195,2016,0.599866377,1163,Connecticut,FL Gulf Coast,Connecticut
131,1201,1163,2016_1163_1201,2016,0.545097937,1163,Connecticut,Fresno St,Connecticut
147,1211,1163,2016_1163_1211,2016,0.507545715,1163,Connecticut,Gonzaga,Connecticut
164,1214,1163,2016_1163_1214,2016,0.572518644,1163,Connecticut,Hampton,Connecticut
182,1218,1163,2016_1163_1218,2016,0.508849742,1163,Connecticut,Hawaii,Connecticut
201,1221,1163,2016_1163_1221,2016,0.612234241,1163,Connecticut,Holy Cross,Connecticut
221,1231,1163,2016_1163_1231,2016,0.450764234,1231,Connecticut,Indiana,Indiana
242,1233,1163,2016_1163_1233,2016,0.531278806,1163,Connecticut,Iona,Connecticut
264,1234,1163,2016_1163_1234,2016,0.502423607,1163,Connecticut,Iowa,Connecticut
287,1235,1163,2016_1163_1235,2016,0.504211628,1163,Connecticut,Iowa St,Connecticut
311,1242,1163,2016_1163_1242,2016,0.418047536,1242,Connecticut,Kansas,Kansas
336,1246,1163,2016_1163_1246,2016,0.478009119,1246,Connecticut,Kentucky,Kentucky
362,1268,1163,2016_1163_1268,2016,0.489733525,1268,Connecticut,Maryland,Maryland
389,1274,1163,2016_1163_1274,2016,0.474977316,1274,Connecticut,Miami FL,Miami FL
417,1276,1163,2016_1163_1276,2016,0.520214448,1163,Connecticut,Michigan,Connecticut
446,1277,1163,2016_1163_1277,2016,0.4182814,1277,Connecticut,Michigan St,Michigan St
476,1292,1163,2016_1163_1292,2016,0.565716274,1163,Connecticut,MTSU,Connecticut
507,1314,1163,2016_1163_1314,2016,0.431928752,1314,Connecticut,North Carolina,North Carolina
539,1320,1163,2016_1163_1320,2016,0.553687532,1163,Connecticut,Northern Iowa,Connecticut
572,1323,1163,2016_1163_1323,2016,0.526754238,1163,Connecticut,Notre Dame,Connecticut
606,1328,1163,2016_1163_1328,2016,0.457127026,1328,Connecticut,Oklahoma,Oklahoma
641,1332,1163,2016_1163_1332,2016,0.45655735,1332,Connecticut,Oregon,Oregon
677,1333,1163,2016_1163_1333,2016,0.557498458,1163,Connecticut,Oregon St,Connecticut
714,1338,1163,2016_1163_1338,2016,0.531277609,1163,Connecticut,Pittsburgh,Connecticut
752,1344,1163,2016_1163_1344,2016,0.533743629,1163,Connecticut,Providence,Connecticut
791,1345,1163,2016_1163_1345,2016,0.479717258,1345,Connecticut,Purdue,Purdue
831,1355,1163,2016_1163_1355,2016,0.558162693,1163,Connecticut,S Dakota St,Connecticut
872,1371,1163,2016_1163_1371,2016,0.537338333,1163,Connecticut,Seton Hall,Connecticut
914,1372,1163,2016_1163_1372,2016,0.511781802,1163,Connecticut,SF Austin,Connecticut
957,1380,1163,2016_1163_1380,2016,0.602759606,1163,Connecticut,Southern Univ,Connecticut
1001,1386,1163,2016_1163_1386,2016,0.526807627,1163,Connecticut,St Joseph's PA,Connecticut
1046,1392,1163,2016_1163_1392,2016,0.514256317,1163,Connecticut,Stony Brook,Connecticut
1092,1393,1163,2016_1163_1393,2016,0.546112123,1163,Connecticut,Syracuse,Connecticut
1139,1396,1163,2016_1163_1396,2016,0.562615733,1163,Connecticut,Temple,Connecticut
1187,1400,1163,2016_1163_1400,2016,0.536101865,1163,Connecticut,Texas,Connecticut
1236,1401,1163,2016_1163_1401,2016,0.484199823,1401,Connecticut,Texas A&M,Texas A&M
1286,1403,1163,2016_1163_1403,2016,0.55943697,1163,Connecticut,Texas Tech,Connecticut
1337,1409,1163,2016_1163_1409,2016,0.564968395,1163,Connecticut,Tulsa,Connecticut
1389,1421,1163,2016_1163_1421,2016,0.582607469,1163,Connecticut,UNC Asheville,Connecticut
1442,1423,1163,2016_1163_1423,2016,0.539667376,1163,Connecticut,UNC Wilmington,Connecticut
1496,1425,1163,2016_1163_1425,2016,0.53746858,1163,Connecticut,USC,Connecticut
1551,1428,1163,2016_1163_1428,2016,0.477409832,1428,Connecticut,Utah,Utah
1607,1433,1163,2016_1163_1433,2016,0.513969222,1163,Connecticut,VA Commonwealth,Connecticut
1664,1435,1163,2016_1163_1435,2016,0.542843324,1163,Connecticut,Vanderbilt,Connecticut
1722,1437,1163,2016_1163_1437,2016,0.452080208,1437,Connecticut,Villanova,Villanova
1781,1438,1163,2016_1163_1438,2016,0.450466605,1438,Connecticut,Virginia,Virginia
1841,1451,1163,2016_1163_1451,2016,0.578393309,1163,Connecticut,Weber St,Connecticut
1902,1452,1163,2016_1163_1452,2016,0.43920297,1452,Connecticut,West Virginia,West Virginia
1964,1453,1163,2016_1163_1453,2016,0.551194816,1163,Connecticut,WI Green Bay,Connecticut
2027,1455,1163,2016_1163_1455,2016,0.532974198,1163,Connecticut,Wichita St,Connecticut
2091,1458,1163,2016_1163_1458,2016,0.551342881,1163,Connecticut,Wisconsin,Connecticut
2156,1462,1163,2016_1163_1462,2016,0.451219392,1462,Connecticut,Xavier,Xavier
2222,1463,1163,2016_1163_1463,2016,0.536435839,1163,Connecticut,Yale,Connecticut
78,1173,1167,2016_1167_1173,2016,0.443371536,1173,CS Bakersfield,Dayton,Dayton
90,1181,1167,2016_1167_1181,2016,0.393104566,1181,CS Bakersfield,Duke,Duke
103,1192,1167,2016_1167_1192,2016,0.514847116,1167,CS Bakersfield,F Dickinson,CS Bakersfield
117,1195,1167,2016_1167_1195,2016,0.529731074,1167,CS Bakersfield,FL Gulf Coast,CS Bakersfield
132,1201,1167,2016_1167_1201,2016,0.477589509,1201,CS Bakersfield,Fresno St,Fresno St
148,1211,1167,2016_1167_1211,2016,0.426535107,1211,CS Bakersfield,Gonzaga,Gonzaga
165,1214,1167,2016_1167_1214,2016,0.506887448,1167,CS Bakersfield,Hampton,CS Bakersfield
183,1218,1167,2016_1167_1218,2016,0.424658895,1218,CS Bakersfield,Hawaii,Hawaii
202,1221,1167,2016_1167_1221,2016,0.540261479,1167,CS Bakersfield,Holy Cross,CS Bakersfield
222,1231,1167,2016_1167_1231,2016,0.374091559,1231,CS Bakersfield,Indiana,Indiana
243,1233,1167,2016_1167_1233,2016,0.457688667,1233,CS Bakersfield,Iona,Iona
265,1234,1167,2016_1167_1234,2016,0.419891228,1234,CS Bakersfield,Iowa,Iowa
288,1235,1167,2016_1167_1235,2016,0.435967363,1235,CS Bakersfield,Iowa St,Iowa St
312,1242,1167,2016_1167_1242,2016,0.343890551,1242,CS Bakersfield,Kansas,Kansas
337,1246,1167,2016_1167_1246,2016,0.400929949,1246,CS Bakersfield,Kentucky,Kentucky
363,1268,1167,2016_1167_1268,2016,0.413105007,1268,CS Bakersfield,Maryland,Maryland
390,1274,1167,2016_1167_1274,2016,0.395765429,1274,CS Bakersfield,Miami FL,Miami FL
418,1276,1167,2016_1167_1276,2016,0.449784895,1276,CS Bakersfield,Michigan,Michigan
447,1277,1167,2016_1167_1277,2016,0.338934736,1277,CS Bakersfield,Michigan St,Michigan St
477,1292,1167,2016_1167_1292,2016,0.4965087,1292,CS Bakersfield,MTSU,MTSU
508,1314,1167,2016_1167_1314,2016,0.350061922,1314,CS Bakersfield,North Carolina,North Carolina
540,1320,1167,2016_1167_1320,2016,0.480699087,1320,CS Bakersfield,Northern Iowa,Northern Iowa
573,1323,1167,2016_1167_1323,2016,0.447433737,1323,CS Bakersfield,Notre Dame,Notre Dame
607,1328,1167,2016_1167_1328,2016,0.377861552,1328,CS Bakersfield,Oklahoma,Oklahoma
642,1332,1167,2016_1167_1332,2016,0.374461079,1332,CS Bakersfield,Oregon,Oregon
678,1333,1167,2016_1167_1333,2016,0.482310526,1333,CS Bakersfield,Oregon St,Oregon St
715,1338,1167,2016_1167_1338,2016,0.468794086,1338,CS Bakersfield,Pittsburgh,Pittsburgh
753,1344,1167,2016_1167_1344,2016,0.468292565,1344,CS Bakersfield,Providence,Providence
792,1345,1167,2016_1167_1345,2016,0.398966146,1345,CS Bakersfield,Purdue,Purdue
832,1355,1167,2016_1167_1355,2016,0.485334887,1355,CS Bakersfield,S Dakota St,S Dakota St
873,1371,1167,2016_1167_1371,2016,0.462078673,1371,CS Bakersfield,Seton Hall,Seton Hall
915,1372,1167,2016_1167_1372,2016,0.428760994,1372,CS Bakersfield,SF Austin,SF Austin
958,1380,1167,2016_1167_1380,2016,0.529728363,1167,CS Bakersfield,Southern Univ,CS Bakersfield
1002,1386,1167,2016_1167_1386,2016,0.450352184,1386,CS Bakersfield,St Joseph's PA,St Joseph's PA
1047,1392,1167,2016_1167_1392,2016,0.430439544,1392,CS Bakersfield,Stony Brook,Stony Brook
1093,1393,1167,2016_1167_1393,2016,0.48323175,1393,CS Bakersfield,Syracuse,Syracuse
1140,1396,1167,2016_1167_1396,2016,0.494412058,1396,CS Bakersfield,Temple,Temple
1188,1400,1167,2016_1167_1400,2016,0.459632814,1400,CS Bakersfield,Texas,Texas
1237,1401,1167,2016_1167_1401,2016,0.40326988,1401,CS Bakersfield,Texas A&M,Texas A&M
1287,1403,1167,2016_1167_1403,2016,0.486110201,1403,CS Bakersfield,Texas Tech,Texas Tech
1338,1409,1167,2016_1167_1409,2016,0.495210407,1409,CS Bakersfield,Tulsa,Tulsa
1390,1421,1167,2016_1167_1421,2016,0.516354759,1167,CS Bakersfield,UNC Asheville,CS Bakersfield
1443,1423,1167,2016_1167_1423,2016,0.466579439,1423,CS Bakersfield,UNC Wilmington,UNC Wilmington
1497,1425,1167,2016_1167_1425,2016,0.465064914,1425,CS Bakersfield,USC,USC
1552,1428,1167,2016_1167_1428,2016,0.404186168,1428,CS Bakersfield,Utah,Utah
1608,1433,1167,2016_1167_1433,2016,0.443188615,1433,CS Bakersfield,VA Commonwealth,VA Commonwealth
1665,1435,1167,2016_1167_1435,2016,0.466957291,1435,CS Bakersfield,Vanderbilt,Vanderbilt
1723,1437,1167,2016_1167_1437,2016,0.372720746,1437,CS Bakersfield,Villanova,Villanova
1782,1438,1167,2016_1167_1438,2016,0.364066094,1438,CS Bakersfield,Virginia,Virginia
1842,1451,1167,2016_1167_1451,2016,0.510151061,1167,CS Bakersfield,Weber St,CS Bakersfield
1903,1452,1167,2016_1167_1452,2016,0.354575109,1452,CS Bakersfield,West Virginia,West Virginia
1965,1453,1167,2016_1167_1453,2016,0.480872409,1453,CS Bakersfield,WI Green Bay,WI Green Bay
2028,1455,1167,2016_1167_1455,2016,0.453358197,1455,CS Bakersfield,Wichita St,Wichita St
2092,1458,1167,2016_1167_1458,2016,0.478423472,1458,CS Bakersfield,Wisconsin,Wisconsin
2157,1462,1167,2016_1167_1462,2016,0.367108903,1462,CS Bakersfield,Xavier,Xavier
2223,1463,1167,2016_1167_1463,2016,0.458071174,1463,CS Bakersfield,Yale,Yale
91,1181,1173,2016_1173_1181,2016,0.514209803,1173,Dayton,Duke,Dayton
104,1192,1173,2016_1173_1192,2016,0.628878641,1173,Dayton,F Dickinson,Dayton
118,1195,1173,2016_1173_1195,2016,0.63751752,1173,Dayton,FL Gulf Coast,Dayton
133,1201,1173,2016_1173_1201,2016,0.595149374,1173,Dayton,Fresno St,Dayton
149,1211,1173,2016_1173_1211,2016,0.547004626,1173,Dayton,Gonzaga,Dayton
166,1214,1173,2016_1173_1214,2016,0.619190061,1173,Dayton,Hampton,Dayton
184,1218,1173,2016_1173_1218,2016,0.545505536,1173,Dayton,Hawaii,Dayton
203,1221,1173,2016_1173_1221,2016,0.655361622,1173,Dayton,Holy Cross,Dayton
223,1231,1173,2016_1173_1231,2016,0.482996928,1231,Dayton,Indiana,Indiana
244,1233,1173,2016_1173_1233,2016,0.575023766,1173,Dayton,Iona,Dayton
266,1234,1173,2016_1173_1234,2016,0.539869484,1173,Dayton,Iowa,Dayton
289,1235,1173,2016_1173_1235,2016,0.544527756,1173,Dayton,Iowa St,Dayton
313,1242,1173,2016_1173_1242,2016,0.457917882,1242,Dayton,Kansas,Kansas
338,1246,1173,2016_1173_1246,2016,0.515692078,1173,Dayton,Kentucky,Dayton
364,1268,1173,2016_1173_1268,2016,0.518991763,1173,Dayton,Maryland,Dayton
391,1274,1173,2016_1173_1274,2016,0.513651294,1173,Dayton,Miami FL,Dayton
419,1276,1173,2016_1173_1276,2016,0.566062879,1173,Dayton,Michigan,Dayton
448,1277,1173,2016_1173_1277,2016,0.455416998,1277,Dayton,Michigan St,Michigan St
478,1292,1173,2016_1173_1292,2016,0.612617159,1173,Dayton,MTSU,Dayton
509,1314,1173,2016_1173_1314,2016,0.467376952,1314,Dayton,North Carolina,North Carolina
541,1320,1173,2016_1173_1320,2016,0.602032413,1173,Dayton,Northern Iowa,Dayton
574,1323,1173,2016_1173_1323,2016,0.567623185,1173,Dayton,Notre Dame,Dayton
608,1328,1173,2016_1173_1328,2016,0.488950085,1328,Dayton,Oklahoma,Oklahoma
643,1332,1173,2016_1173_1332,2016,0.49113106,1332,Dayton,Oregon,Oregon
679,1333,1173,2016_1173_1333,2016,0.603941563,1173,Dayton,Oregon St,Dayton
716,1338,1173,2016_1173_1338,2016,0.577671499,1173,Dayton,Pittsburgh,Dayton
754,1344,1173,2016_1173_1344,2016,0.581060156,1173,Dayton,Providence,Dayton
793,1345,1173,2016_1173_1345,2016,0.506454623,1173,Dayton,Purdue,Dayton
833,1355,1173,2016_1173_1355,2016,0.59666504,1173,Dayton,S Dakota St,Dayton
874,1371,1173,2016_1173_1371,2016,0.577921577,1173,Dayton,Seton Hall,Dayton
916,1372,1173,2016_1173_1372,2016,0.545175895,1173,Dayton,SF Austin,Dayton
959,1380,1173,2016_1173_1380,2016,0.643773159,1173,Dayton,Southern Univ,Dayton
1003,1386,1173,2016_1173_1386,2016,0.563710914,1173,Dayton,St Joseph's PA,Dayton
1048,1392,1173,2016_1173_1392,2016,0.54544385,1173,Dayton,Stony Brook,Dayton
1094,1393,1173,2016_1173_1393,2016,0.598084612,1173,Dayton,Syracuse,Dayton
1141,1396,1173,2016_1173_1396,2016,0.610737223,1173,Dayton,Temple,Dayton
1189,1400,1173,2016_1173_1400,2016,0.574751802,1173,Dayton,Texas,Dayton
1238,1401,1173,2016_1173_1401,2016,0.515926571,1173,Dayton,Texas A&M,Dayton
1288,1403,1173,2016_1173_1403,2016,0.607321231,1173,Dayton,Texas Tech,Dayton
1339,1409,1173,2016_1173_1409,2016,0.605671444,1173,Dayton,Tulsa,Dayton
1391,1421,1173,2016_1173_1421,2016,0.631735407,1173,Dayton,UNC Asheville,Dayton
1444,1423,1173,2016_1173_1423,2016,0.577092056,1173,Dayton,UNC Wilmington,Dayton
1498,1425,1173,2016_1173_1425,2016,0.577108194,1173,Dayton,USC,Dayton
1553,1428,1173,2016_1173_1428,2016,0.511957339,1173,Dayton,Utah,Dayton
1609,1433,1173,2016_1173_1433,2016,0.560217086,1173,Dayton,VA Commonwealth,Dayton
1666,1435,1173,2016_1173_1435,2016,0.584644168,1173,Dayton,Vanderbilt,Dayton
1724,1437,1173,2016_1173_1437,2016,0.484774765,1437,Dayton,Villanova,Villanova
1783,1438,1173,2016_1173_1438,2016,0.480489112,1438,Dayton,Virginia,Virginia
1843,1451,1173,2016_1173_1451,2016,0.62327833,1173,Dayton,Weber St,Dayton
1904,1452,1173,2016_1173_1452,2016,0.471393693,1452,Dayton,West Virginia,West Virginia
1966,1453,1173,2016_1173_1453,2016,0.588614023,1173,Dayton,WI Green Bay,Dayton
2029,1455,1173,2016_1173_1455,2016,0.581182104,1173,Dayton,Wichita St,Dayton
2093,1458,1173,2016_1173_1458,2016,0.594451723,1173,Dayton,Wisconsin,Dayton
2158,1462,1173,2016_1173_1462,2016,0.48367671,1462,Dayton,Xavier,Xavier
2224,1463,1173,2016_1173_1463,2016,0.587233416,1173,Dayton,Yale,Dayton
105,1192,1181,2016_1181_1192,2016,0.658733097,1181,Duke,F Dickinson,Duke
119,1195,1181,2016_1181_1195,2016,0.663173462,1181,Duke,FL Gulf Coast,Duke
134,1201,1181,2016_1181_1201,2016,0.624383161,1181,Duke,Fresno St,Duke
150,1211,1181,2016_1181_1211,2016,0.570389634,1181,Duke,Gonzaga,Duke
167,1214,1181,2016_1181_1214,2016,0.654260153,1181,Duke,Hampton,Duke
185,1218,1181,2016_1181_1218,2016,0.572346763,1181,Duke,Hawaii,Duke
204,1221,1181,2016_1181_1221,2016,0.677571419,1181,Duke,Holy Cross,Duke
224,1231,1181,2016_1181_1231,2016,0.508326727,1181,Duke,Indiana,Duke
245,1233,1181,2016_1181_1233,2016,0.605144904,1181,Duke,Iona,Duke
267,1234,1181,2016_1181_1234,2016,0.548448701,1181,Duke,Iowa,Duke
290,1235,1181,2016_1181_1235,2016,0.575244915,1181,Duke,Iowa St,Duke
314,1242,1181,2016_1181_1242,2016,0.480180132,1242,Duke,Kansas,Kansas
339,1246,1181,2016_1181_1246,2016,0.541923317,1181,Duke,Kentucky,Duke
365,1268,1181,2016_1181_1268,2016,0.539373667,1181,Duke,Maryland,Duke
392,1274,1181,2016_1181_1274,2016,0.531210943,1181,Duke,Miami FL,Duke
420,1276,1181,2016_1181_1276,2016,0.596621132,1181,Duke,Michigan,Duke
449,1277,1181,2016_1181_1277,2016,0.481557262,1277,Duke,Michigan St,Michigan St
479,1292,1181,2016_1181_1292,2016,0.633289436,1181,Duke,MTSU,Duke
510,1314,1181,2016_1181_1314,2016,0.489923867,1314,Duke,North Carolina,North Carolina
542,1320,1181,2016_1181_1320,2016,0.624106997,1181,Duke,Northern Iowa,Duke
575,1323,1181,2016_1181_1323,2016,0.587627893,1181,Duke,Notre Dame,Duke
609,1328,1181,2016_1181_1328,2016,0.511481813,1181,Duke,Oklahoma,Duke
644,1332,1181,2016_1181_1332,2016,0.510781818,1181,Duke,Oregon,Duke
680,1333,1181,2016_1181_1333,2016,0.616996939,1181,Duke,Oregon St,Duke
717,1338,1181,2016_1181_1338,2016,0.612619488,1181,Duke,Pittsburgh,Duke
755,1344,1181,2016_1181_1344,2016,0.614906285,1181,Duke,Providence,Duke
794,1345,1181,2016_1181_1345,2016,0.529417033,1181,Duke,Purdue,Duke
834,1355,1181,2016_1181_1355,2016,0.625306316,1181,Duke,S Dakota St,Duke
875,1371,1181,2016_1181_1371,2016,0.592959994,1181,Duke,Seton Hall,Duke
917,1372,1181,2016_1181_1372,2016,0.58033487,1181,Duke,SF Austin,Duke
960,1380,1181,2016_1181_1380,2016,0.668283687,1181,Duke,Southern Univ,Duke
1004,1386,1181,2016_1181_1386,2016,0.584611203,1181,Duke,St Joseph's PA,Duke
1049,1392,1181,2016_1181_1392,2016,0.576865805,1181,Duke,Stony Brook,Duke
1095,1393,1181,2016_1181_1393,2016,0.623021712,1181,Duke,Syracuse,Duke
1142,1396,1181,2016_1181_1396,2016,0.633869775,1181,Duke,Temple,Duke
1190,1400,1181,2016_1181_1400,2016,0.596913546,1181,Duke,Texas,Duke
1239,1401,1181,2016_1181_1401,2016,0.537930195,1181,Duke,Texas A&M,Duke
1289,1403,1181,2016_1181_1403,2016,0.621832501,1181,Duke,Texas Tech,Duke
1340,1409,1181,2016_1181_1409,2016,0.639557275,1181,Duke,Tulsa,Duke
1392,1421,1181,2016_1181_1421,2016,0.660251307,1181,Duke,UNC Asheville,Duke
1445,1423,1181,2016_1181_1423,2016,0.613296273,1181,Duke,UNC Wilmington,Duke
1499,1425,1181,2016_1181_1425,2016,0.603230437,1181,Duke,USC,Duke
1554,1428,1181,2016_1181_1428,2016,0.539482866,1181,Duke,Utah,Duke
1610,1433,1181,2016_1181_1433,2016,0.58226517,1181,Duke,VA Commonwealth,Duke
1667,1435,1181,2016_1181_1435,2016,0.610134064,1181,Duke,Vanderbilt,Duke
1725,1437,1181,2016_1181_1437,2016,0.50295904,1181,Duke,Villanova,Duke
1784,1438,1181,2016_1181_1438,2016,0.50130656,1181,Duke,Virginia,Duke
1844,1451,1181,2016_1181_1451,2016,0.652971061,1181,Duke,Weber St,Duke
1905,1452,1181,2016_1181_1452,2016,0.500518756,1181,Duke,West Virginia,Duke
1967,1453,1181,2016_1181_1453,2016,0.633425565,1181,Duke,WI Green Bay,Duke
2030,1455,1181,2016_1181_1455,2016,0.598877469,1181,Duke,Wichita St,Duke
2094,1458,1181,2016_1181_1458,2016,0.610400314,1181,Duke,Wisconsin,Duke
2159,1462,1181,2016_1181_1462,2016,0.513065005,1181,Duke,Xavier,Duke
2225,1463,1181,2016_1181_1463,2016,0.612072755,1181,Duke,Yale,Duke
120,1195,1192,2016_1192_1195,2016,0.450185876,1195,F Dickinson,FL Gulf Coast,FL Gulf Coast
135,1201,1192,2016_1192_1201,2016,0.408793411,1201,F Dickinson,Fresno St,Fresno St
151,1211,1192,2016_1192_1211,2016,0.352561415,1211,F Dickinson,Gonzaga,Gonzaga
